시설명,종류,주소,도로명,지번주소,위도,경도,법정동
서울난향초등학교 어린이놀이터,학교,"서울특별시 관악구 난향길 9(신림동, 난향초등학교)서울난향초등학교",서울특별시 관악구 난향길 9 (신림동),서울특별시 관악구 신림동 672 서울난향초등학교,37.46210507,126.9178909,서울특별시 관악구 신림동
서울난우초등학교 어린이놀이터,학교,서울특별시 관악구 난우길 40 (신림동),서울특별시 관악구 난우길 40 (신림동),서울특별시 관악구 신림동 589-1 서울난우초등학교,37.47657719,126.9177612,서울특별시 관악구 신림동
서울난곡초등학교 어린이놀이터,학교,서울특별시 관악구 난곡로35길 102 (신림동),서울특별시 관악구 난곡로35길 102 (신림동),서울특별시 관악구 신림동 711-136 서울난곡초등학교,37.46921762,126.917065,서울특별시 관악구 신림동
서울정문학교 실내어린이놀이시설,학교,서울특별시 관악구 난향3길 31 (신림동),서울특별시 관악구 난향3길 31 (신림동),서울특별시 관악구 신림동 673-82 서울정문학교,37.46167417,126.9166015,서울특별시 관악구 신림동
서울미성초등학교 어린이놀이터,학교,"서울특별시 관악구 문성로 79(신림동, 미성초등학교)",서울특별시 관악구 문성로 79 (신림동),서울특별시 관악구 신림동 768-21 서울미성초등학교,37.47803505,126.9111244,서울특별시 관악구 신림동
광장초 놀이시설,학교,서울특별시 광진구 광장로1길 27 (광장동),서울특별시 광진구 광장로1길 27 (광장동),서울특별시 광진구 광장동 389-1 서울광장초등학교,37.54825543,127.1013598,서울특별시 광진구 광장동
광남초 놀이시설,학교,서울특별시 광진구 아차산로70길 35 (광장동),서울특별시 광진구 아차산로70길 35 (광장동),서울특별시 광진구 광장동 554,37.54079296,127.1009102,서울특별시 광진구 광장동
양진초 놀이시설,학교,"서울특별시 광진구 워커힐로 32(광장동, 양진초중학교)",서울특별시 광진구 워커힐로 32 (광장동),서울특별시 광진구 광장동 414-1 양진초중학교,37.54461271,127.0982305,서울특별시 광진구 광장동
동의초 놀이시설,학교,서울특별시 광진구 구의2동 영화사로 111,실패,서울특별시 광진구 구의2동 영화사로 111,37.5535753,127.1003869,서울특별시 광진구 구의동
구남초 놀이시설,학교,서울특별시 광진구 구의강변로 69 (구의동),서울특별시 광진구 구의강변로 69 (구의동),서울특별시 광진구 구의동 587-95 서울구남초등학교,37.53682351,127.0922032,서울특별시 광진구 구의동
광진학교 놀이시설2,학교,서울특별시 광진구 강변역로 18 (구의동),서울특별시 광진구 강변역로 18 (구의동),서울특별시 광진구 구의동 587-52 서울광진학교,37.53731645,127.0916661,서울특별시 광진구 구의동
광진학교 놀이시설1,학교,서울특별시 광진구 강변역로 18 (구의동),서울특별시 광진구 강변역로 18 (구의동),서울특별시 광진구 구의동 587-52 서울광진학교,37.53731645,127.0916661,서울특별시 광진구 구의동
광진초 놀이시설,학교,서울특별시 광진구 자양로40길 41 (구의동),서울특별시 광진구 자양로40길 41 (구의동),서울특별시 광진구 구의동 60-44 광진초등학교,37.54767014,127.0911099,서울특별시 광진구 구의동
세종초 놀이시설,학교,서울특별시 광진구 군자로 114 (군자동),서울특별시 광진구 군자로 114 (군자동),서울특별시 광진구 군자동 98 세종초등학교,37.55075696,127.0745542,서울특별시 광진구 군자동
장안초 놀이시설,학교,서울특별시 광진구 군자로 74 (군자동),서울특별시 광진구 군자로 74 (군자동),서울특별시 광진구 군자동 365 서울장안초등학교,37.54991756,127.0720747,서울특별시 광진구 군자동
경복초 놀이시설,학교,서울특별시 광진구 천호대로130길 58 (능동),서울특별시 광진구 천호대로130길 58 (능동),서울특별시 광진구 능동 25 경복초등학교,37.55036877,127.0871516,서울특별시 광진구 능동
양남초 놀이시설,학교,서울특별시 광진구 뚝섬로64길 71 (자양동),서울특별시 광진구 뚝섬로64길 71 (자양동),서울특별시 광진구 자양동 692 서울양남초등학교,37.53074125,127.0897287,서울특별시 광진구 자양동
성동초 놀이시설,학교,서울특별시 광진구 자양로4길 63 (자양동),서울특별시 광진구 자양로4길 63 (자양동),서울특별시 광진구 자양동 694-1 성동초등학교,37.53300242,127.0894958,서울특별시 광진구 자양동
성자초 놀이시설,학교,서울특별시 광진구 뚝섬로56길 7 (자양동),서울특별시 광진구 뚝섬로56길 7 (자양동),서울특별시 광진구 자양동 662 서울성자초등학교,37.53118123,127.0831223,서울특별시 광진구 자양동
자양초병유 놀이시설1,학교,서울특별시 광진구 아차산로44길 26 (자양동),서울특별시 광진구 아차산로44길 26 (자양동),서울특별시 광진구 자양동 222-6 서울자양초등학교,37.53679854,127.0795315,서울특별시 광진구 자양동
자양초병유 놀이시설2,학교,서울특별시 광진구 아차산로44길 26 (자양동)서울특별시 광진구 아차산로 44길 26,서울특별시 광진구 아차산로44길 26 (자양동),서울특별시 광진구 자양동 222-6 서울자양초등학교,37.53679854,127.0795315,서울특별시 광진구 자양동
신자초 놀이시설,학교,서울특별시 광진구 뚝섬로46길 64 (자양동),서울특별시 광진구 뚝섬로46길 64 (자양동),서울특별시 광진구 자양동 591 서울신자초등학교,37.53008035,127.0755416,서울특별시 광진구 자양동
동자초 놀이시설,학교,서울특별시 광진구 뚝섬로 561 (자양동)동자초등학교,서울특별시 광진구 뚝섬로 561 (자양동),서울특별시 광진구 자양동 516-4 동자초등학교,37.53470889,127.0720121,서울특별시 광진구 자양동
신양초 놀이시설,학교,서울특별시 광진구 능동로 42 (자양동),서울특별시 광진구 능동로 42 (자양동),서울특별시 광진구 자양동 504 서울신양초등학교,37.53459056,127.0691809,서울특별시 광진구 자양동
용곡초 놀이시설,학교,서울특별시 광진구 용마산로22길 82 (중곡동),서울특별시 광진구 용마산로22길 82 (중곡동),서울특별시 광진구 중곡동 176-1 서울용곡초등학교,37.56683438,127.0885147,서울특별시 광진구 중곡동
용마초 놀이시설,학교,서울특별시 광진구 천호대로113길 10 (중곡동),서울특별시 광진구 천호대로113길 10 (중곡동),서울특별시 광진구 중곡동 135-1 서울용마초등학교,37.55803103,127.0843131,서울특별시 광진구 중곡동
중광초 놀이시설,학교,서울특별시 광진구 긴고랑로13길 59 (중곡동),서울특별시 광진구 긴고랑로13길 59 (중곡동),서울특별시 광진구 중곡동 220-22 중광초등학교,37.56516904,127.0824224,서울특별시 광진구 중곡동
중마초 놀이시설,학교,"서울특별시 광진구 동일로72길 43(중곡동, 서울중마초등학교)",서울특별시 광진구 동일로72길 43 (중곡동),서울특별시 광진구 중곡동 191-69 서울중마초등학교,37.5658643,127.0797012,서울특별시 광진구 중곡동
구의초 놀이시설,학교,서울특별시 광진구 광나루로30길 49 (화양동),서울특별시 광진구 광나루로30길 49 (화양동),서울특별시 광진구 화양동 303-9 서울구의초등학교,37.54276536,127.0803762,서울특별시 광진구 화양동
화양초 놀이시설,학교,"서울특별시 광진구 군자로 9, 서울특별시 화양초등학교 (화양동)",서울특별시 광진구 군자로 9 (화양동),서울특별시 광진구 화양동 12-2 서울화양초등학교,37.54414916,127.0711901,서울특별시 광진구 화양동
영일초등학교,학교,서울특별시 구로구 남부순환로105길 218 (가리봉동),서울특별시 구로구 남부순환로105길 218 (가리봉동),서울특별시 구로구 가리봉동 17 영일초등학교,37.48530932,126.8838629,서울특별시 구로구 가리봉동
서울개봉초등학교 놀이터,학교,서울특별시 구로구 개봉로16길 30-11 (개봉동),서울특별시 구로구 개봉로16길 30-11 (개봉동),서울특별시 구로구 개봉동 266 개봉초등학교,37.48943218,126.8584495,서울특별시 구로구 개봉동
서울개명초등학교 놀이터,학교,서울특별시 구로구 개봉로1다길 16-9 (개봉동),서울특별시 구로구 개봉로1다길 16-9 (개봉동),서울특별시 구로구 개봉동 314-165 개명초등학교,37.4830078,126.8505982,서울특별시 구로구 개봉동
서울개웅초등학교 놀이터,학교,서울특별시 구로구 개봉로11길 98 (개봉동)서울개웅초등학교,서울특별시 구로구 개봉로11길 98 (개봉동),서울특별시 구로구 개봉동 산53-25 개웅초등학교,37.48867521,126.8503141,서울특별시 구로구 개봉동
서울매봉초등학교 놀이시설,학교,서울특별시 구로구 고척로21길 55 (개봉동),서울특별시 구로구 고척로21길 55 (개봉동),서울특별시 구로구 개봉동 3 매봉초등학교,37.50440251,126.8445348,서울특별시 구로구 개봉동
서울고원초등학교 놀이터,학교,"서울특별시 구로구 경인로46길 13(고척동, 서울고원초등학교)",서울특별시 구로구 경인로46길 13 (고척동),서울특별시 구로구 고척동 66-26 서울고원초등학교,37.49757944,126.8657735,서울특별시 구로구 고척동
서울 고산초등학교 놀이터,학교,서울특별시 구로구 중앙로 6 (고척동),서울특별시 구로구 중앙로 6 (고척동),서울특별시 구로구 고척동 76-10 고산초등학교,37.49909815,126.8653868,서울특별시 구로구 고척동
서울 고척초등학교 놀이터,학교,서울특별시 구로구 경서로 31 (고척동),서울특별시 구로구 경서로 31 (고척동),서울특별시 구로구 고척동 129-3 서울고척초등학교,37.50067818,126.8572379,서울특별시 구로구 고척동
덕의초등학교 놀이터,학교,서울특별시 구로구 고척로 213,서울특별시 구로구 고척로 213 (고척동),서울특별시 구로구 고척동 217 덕의초등학교,37.50604324,126.8565198,서울특별시 구로구 고척동
세곡초등학교 놀이터,학교,서울특별시 구로구 고척로33길 34 (고척동),서울특별시 구로구 고척로33길 34 (고척동),서울특별시 구로구 고척동 253-129 세곡초등학교,37.50481731,126.8491113,서울특별시 구로구 고척동
서울영서초등학교 놀이시설,학교,서울특별시 구로구 도림로20길 57 (구로동),서울특별시 구로구 도림로20길 57 (구로동),서울특별시 구로구 구로동 165-1 영서초등학교,37.48832841,126.8950096,서울특별시 구로구 구로동
동구로초등학교 놀이터,학교,서울특별시 구로구 구로중앙로14길 43 (구로동),서울특별시 구로구 구로중앙로14길 43 (구로동),서울특별시 구로구 구로동 93 동구로초등학교,37.49481393,126.892663,서울특별시 구로구 구로동
서울구로남초등학교 실내놀이시설,학교,서울특별시 구로구 디지털로27길 76 (구로동)서울구로남초등학교,서울특별시 구로구 디지털로27길 76 (구로동),서울특별시 구로구 구로동 253 구로남초등학교,37.48499231,126.8907238,서울특별시 구로구 구로동
구로남초등학교 2구역,학교,서울특별시 구로구 디지털로27길 76 (구로동),서울특별시 구로구 디지털로27길 76 (구로동),서울특별시 구로구 구로동 253 구로남초등학교,37.48499231,126.8907238,서울특별시 구로구 구로동
구로남초등학교 1구역,학교,서울특별시 구로구 디지털로27길 76 (구로동),서울특별시 구로구 디지털로27길 76 (구로동),서울특별시 구로구 구로동 253 구로남초등학교,37.48499231,126.8907238,서울특별시 구로구 구로동
서울신구로초등학교 놀이시설,학교,"서울특별시 구로구 가마산로27길 69, 서울신구로초등학교 (구로동)",서울특별시 구로구 가마산로27길 69 (구로동),서울특별시 구로구 구로동 105 서울신구로초등학교,37.49942365,126.8893281,서울특별시 구로구 구로동
미래초등학교 놀이터,학교,서울특별시 구로구 새말로 73 (구로동),서울특별시 구로구 새말로 73 (구로동),서울특별시 구로구 구로동 3-13 미래초등학교,37.50506063,126.8880123,서울특별시 구로구 구로동
서울구로초등학교 놀이시설,학교,서울특별시 구로구 구로중앙로27나길 9 (구로동),서울특별시 구로구 구로중앙로27나길 9 (구로동),서울특별시 구로구 구로동 443 구로초등학교,37.49689049,126.885961,서울특별시 구로구 구로동
서울구일초등학교 놀이터,학교,서울특별시 구로구 구일로 68 (구로동),서울특별시 구로구 구일로 68 (구로동),서울특별시 구로구 구로동 685-221 구일초등학교,37.49262043,126.8729877,서울특별시 구로구 구로동
정진학교 코끼리방,학교,서울특별시 구로구 부일로9길 158 (궁동),서울특별시 구로구 부일로9길 158 (궁동),서울특별시 구로구 궁동 242 서울정진학교,37.49808233,126.822287,서울특별시 구로구 궁동
정진학교,학교,서울특별시 구로구 부일로9길 158 (궁동),서울특별시 구로구 부일로9길 158 (궁동),서울특별시 구로구 궁동 242 서울정진학교,37.49808233,126.822287,서울특별시 구로구 궁동
서울신도림초등학교 놀이터,학교,서울특별시 구로구 신도림로19길 44 (신도림동),서울특별시 구로구 신도림로19길 44 (신도림동),서울특별시 구로구 신도림동 300-6 신도림초등학교,37.51232015,126.8829111,서울특별시 구로구 신도림동
신미림초등학교 놀이터,학교,서울특별시 구로구 신도림로 26 (신도림동),서울특별시 구로구 신도림로 26 (신도림동),서울특별시 구로구 신도림동 398-28 신미림초등학교,37.50670135,126.8795085,서울특별시 구로구 신도림동
서울오류초등학교 놀이터,학교,서울특별시 구로구 경인로19길 39 (오류동),서울특별시 구로구 경인로19길 39 (오류동),서울특별시 구로구 오류동 13-3 서울오류초등학교,37.49856377,126.8421277,서울특별시 구로구 오류동
오류남초등학교 놀이터,학교,서울특별시 구로구 서해안로24길 22 (오류동),서울특별시 구로구 서해안로24길 22 (오류동),서울특별시 구로구 오류동 191-1 오류남초등학교,37.4895371,126.8384102,서울특별시 구로구 오류동
서울 오정초등학교 놀이터,학교,서울특별시 구로구 경인로2길 10,서울특별시 구로구 경인로2길 10 (오류동),서울특별시 구로구 오류동 108-28 서울오정초등학교,37.4897085,126.8262664,서울특별시 구로구 오류동
서울온수초등학교 놀이터,학교,서울특별시 구로구 부일로 893,서울특별시 구로구 부일로 893 (온수동),서울특별시 구로구 온수동 9-34 온수초등학교,37.49383213,126.8261528,서울특별시 구로구 온수동
천왕초등학교,학교,서울특별시 구로구 천왕로1길 11 (천왕동),서울특별시 구로구 천왕로1길 11 (천왕동),서울특별시 구로구 천왕동 273-2 천왕초등학교,37.48142998,126.8370425,서울특별시 구로구 천왕동
성베드로학교 실내,학교,"서울특별시 구로구 연동로 320, 성베드로학교 (항동)",서울특별시 구로구 연동로 320 (항동),서울특별시 구로구 항동 1-1 성공회대학교,37.48744138,126.8261119,서울특별시 구로구 항동
서울영남초등학교 놀이터,학교,서울특별시 금천구 문성로 62-15,서울특별시 금천구 문성로 62-15 (독산동),서울특별시 금천구 독산동 59-27 서울영남초등학교,37.47584047,126.9094913,서울특별시 금천구 독산동
서울문교초등학교놀이터,학교,서울특별시 금천구 독산로54길 102 (독산동),서울특별시 금천구 독산로54길 102 (독산동),서울특별시 금천구 독산동 산202-1 문교초등학교,37.46639261,126.908673,서울특별시 금천구 독산동
서울 정심초등학교 놀이터,학교,서울특별시 금천구 독산로78다길 89 (독산동),서울특별시 금천구 독산로78다길 89 (독산동),서울특별시 금천구 독산동 182-44 정심초등학교,37.47159471,126.9083946,서울특별시 금천구 독산동
독산초등학교 놀이터,학교,서울특별시 금천구 시흥대로104길 31 (독산동)서울특별시 금천구 시흥대로 104길 31 (독산2동 1034번지),서울특별시 금천구 시흥대로104길 31 (독산동),서울특별시 금천구 독산동 1034 독산초등학교,37.46522955,126.9000566,서울특별시 금천구 독산동
문성초등학교 실내,학교,서울특별시 금천구 시흥대로 460 (독산동),서울특별시 금천구 시흥대로 460 (독산동),서울특별시 금천구 독산동 982 서울문성초등학교,37.47456524,126.8993502,서울특별시 금천구 독산동
문성초등학교,학교,서울특별시 금천구 시흥대로 460 (독산동),서울특별시 금천구 시흥대로 460 (독산동),서울특별시 금천구 독산동 982 서울문성초등학교,37.47456524,126.8993502,서울특별시 금천구 독산동
서울 가산초등학교 놀이터,학교,서울특별시 금천구 남부순환로 1304-11,서울특별시 금천구 남부순환로 1304-11 (독산동),서울특별시 금천구 독산동 143-23,37.47795355,126.8964535,서울특별시 금천구 독산동
두산초등학교 놀이터,학교,서울특별시 금천구 범안로11길 3 (독산동),서울특별시 금천구 범안로11길 3 (독산동),서울특별시 금천구 독산동 1002-5,37.46722781,126.8909554,서울특별시 금천구 독산동
서울 안천초등학교 놀이터,학교,서울특별시 금천구 한내로 69-16,서울특별시 금천구 한내로 69-16 (독산동),서울특별시 금천구 독산동 1090 안천초등학교,37.45818477,126.8885158,서울특별시 금천구 독산동
서울금동초등학교 어린이놀이시설,학교,서울특별시 금천구 금하로30길 53 (시흥동),서울특별시 금천구 금하로30길 53 (시흥동),서울특별시 금천구 시흥동 1013-1,37.44755767,126.9165453,서울특별시 금천구 시흥동
서울탑동초등학교 어린이놀이시설,학교,서울특별시 금천구 탑골로 47-3 (시흥동),서울특별시 금천구 탑골로 47-3 (시흥동),서울특별시 금천구 시흥동 230 탑동초등학교,37.45272497,126.9145082,서울특별시 금천구 시흥동
금천초등학교 놀이터,학교,서울특별시 금천구 탑골로5길 60 (시흥동),서울특별시 금천구 탑골로5길 60 (시흥동),서울특별시 금천구 시흥동 216 금천초등학교,37.45473463,126.912134,서울특별시 금천구 시흥동
신흥초등학교 놀이시설,학교,서울특별시 금천구 독산로36나길 21 (시흥동),서울특별시 금천구 독산로36나길 21 (시흥동),서울특별시 금천구 시흥동 704-56 신흥초등학교,37.45941329,126.9088732,서울특별시 금천구 시흥동
서울 금산초등학교 놀이터,학교,서울특별시 금천구 시흥대로24길 57 (시흥동),서울특별시 금천구 시흥대로24길 57 (시흥동),서울특별시 금천구 시흥동 653-27 서울금산초등학교,37.44165386,126.9081673,서울특별시 금천구 시흥동
서울백산초등학교 놀이터,학교,서울특별시 금천구 시흥대로38길 78 (시흥동),서울특별시 금천구 시흥대로38길 78 (시흥동),서울특별시 금천구 시흥동 438-5 백산초등학교,37.44700283,126.9050095,서울특별시 금천구 시흥동
서울시흥초등학교 놀이터,학교,서울특별시 금천구 독산로23길 26 (시흥동),서울특별시 금천구 독산로23길 26 (시흥동),서울특별시 금천구 시흥동 841-19 서울시흥초등학교,37.45484775,126.9048627,서울특별시 금천구 시흥동
서울 문백초등학교 놀이터,학교,서울특별시 금천구 시흥대로47길 43-1 (시흥동),서울특별시 금천구 시흥대로47길 43-1 (시흥동),서울특별시 금천구 시흥동 564-5 문백초등학교,37.44708933,126.8992608,서울특별시 금천구 시흥동
태강삼육초 놀이시설,학교,서울특별시 노원구 화랑로 815 (공릉동),서울특별시 노원구 화랑로 815 (공릉동),서울특별시 노원구 공릉동 26-19 삼육대학교,37.64404522,127.1079589,서울특별시 노원구 공릉동
화랑초 놀이시설,학교,서울특별시 노원구 화랑로 621 (공릉동),서울특별시 노원구 화랑로 621 (공릉동),서울특별시 노원구 공릉동 126 서울여자대학교,37.627509,127.090828,서울특별시 노원구 공릉동
태랑초 놀이시설,학교,"서울특별시 노원구 화랑로51나길 31, 서울태랑초등학교 (공릉동)",서울특별시 노원구 화랑로51나길 31 (공릉동),서울특별시 노원구 공릉동 116 서울태랑초등학교,37.62621325,127.0906541,서울특별시 노원구 공릉동
태릉초 놀이시설,학교,서울특별시 노원구 노원로1길 36 (공릉동),서울특별시 노원구 노원로1길 36 (공릉동),서울특별시 노원구 공릉동 250-5 태릉초등학교,37.62253786,127.0849725,서울특별시 노원구 공릉동
공연초 놀이시설,학교,서울특별시 노원구 동일로192가길 16 (공릉동),서울특별시 노원구 동일로192가길 16 (공릉동),서울특별시 노원구 공릉동 371-10 서울공연초등학교,37.62702331,127.0744062,서울특별시 노원구 공릉동
공릉초 놀이시설,학교,서울특별시 노원구 동일로173길 12 (공릉동),서울특별시 노원구 동일로173길 12 (공릉동),서울특별시 노원구 공릉동 610-1 서울공릉초등학교,37.61907522,127.0743684,서울특별시 노원구 공릉동
용원초 놀이시설,학교,"서울특별시 노원구 섬밭로 144(공릉동, 서울용원초등학교)",서울특별시 노원구 섬밭로 144 (공릉동),서울특별시 노원구 공릉동 709 서울용원초등학교,37.62928424,127.0688915,서울특별시 노원구 공릉동
덕암초 놀이시설,학교,"서울특별시 노원구 덕릉로112길 68, 서울덕암초등학교 (상계동)",서울특별시 노원구 덕릉로112길 68 (상계동),서울특별시 노원구 상계동 1274 서울덕암초등학교,37.66654451,127.0812634,서울특별시 노원구 상계동
상월초 놀이시설,학교,서울특별시 노원구 상계동,"서울특별시 노원구 노원로28길 62 (상계동,상계동 한일유앤아이 아파트)",서울특별시 노원구 상계동 1,37.68225156,127.077275,서울특별시 노원구 상계동
신상계초 놀이시설,학교,"서울특별시 노원구 상계로 267(상계동, 신상계초등학교)",서울특별시 노원구 상계로 267 (상계동),서울특별시 노원구 상계동 86-1 신상계초등학교,37.66792605,127.0758485,서울특별시 노원구 상계동
계상초 놀이시설,학교,"서울특별시 노원구 한글비석로41가길 24(상계동, 계상초등학교)",서울특별시 노원구 한글비석로41가길 24 (상계동),서울특별시 노원구 상계동 447-1 계상초등학교,37.66308318,127.0677937,서울특별시 노원구 상계동
온곡초 놀이시설,학교,서울특별시 노원구 한글비석로52길 59 (상계동)서울온곡초등학교,서울특별시 노원구 한글비석로52길 59 (상계동),서울특별시 노원구 상계동 638 온곡초등학교,37.66737843,127.0659882,서울특별시 노원구 상계동
상계초 놀이시설,학교,"서울특별시 노원구 상계로9길 39, 서울상계초등학교 (상계동)",서울특별시 노원구 상계로9길 39 (상계동),서울특별시 노원구 상계동 402-1 상계초등학교,37.65919305,127.065956,서울특별시 노원구 상계동
상수초 놀이시설,학교,서울특별시 노원구 동일로216길 66 (상계동),서울특별시 노원구 동일로216길 66 (상계동),서울특별시 노원구 상계동 755 상수초등학교,37.6516239,127.0648858,서울특별시 노원구 상계동
상곡초 놀이시설,학교,서울특별시 노원구 노원로38길 34 (상계동)상곡초등학교,서울특별시 노원구 노원로38길 34 (상계동),서울특별시 노원구 상계동 678 상곡초등학교,37.66237922,127.0624967,서울특별시 노원구 상계동
청원초 놀이시설,학교,서울특별시 노원구 한글비석로 506 (상계동),서울특별시 노원구 한글비석로 506 (상계동),"서울특별시 노원구 상계동 641 청원초,청원중,청원고,청원여고",37.66598916,127.0621758,서울특별시 노원구 상계동
서울상원초등학교 놀이터,학교,서울특별시 노원구 한글비석로54길 119서울상원초등학교,서울특별시 노원구 한글비석로54길 119 (상계동),서울특별시 노원구 상계동 645 상원초등학교,37.66765466,127.0601176,서울특별시 노원구 상계동
당현초 놀이시설,학교,서울특별시 노원구 동일로213길 52 (상계동),서울특별시 노원구 동일로213길 52 (상계동),서울특별시 노원구 상계동 742 당현초등학교,37.64863376,127.0583815,서울특별시 노원구 상계동
상천초 놀이시설,학교,"서울특별시 노원구 덕릉로 443, 상천초등학교 (상계동)",서울특별시 노원구 덕릉로 443 (상계동),서울특별시 노원구 상계동 768 상천초등학교,37.64596163,127.057859,서울특별시 노원구 상계동
노일초 놀이시설,학교,서울특별시 노원구 동일로 1625 (상계동),서울특별시 노원구 동일로 1625 (상계동),서울특별시 노원구 상계동 1044-2 노일초등학교,37.67320807,127.0548473,서울특별시 노원구 상계동
동일초 놀이시설,학교,서울특별시 노원구 한글비석로 566 (상계동),서울특별시 노원구 한글비석로 566 (상계동),서울특별시 노원구 상계동 655 동일초등학교,37.66500171,127.0546874,서울특별시 노원구 상계동
수락초 놀이시설,학교,서울특별시 노원구 동일로 1745,서울특별시 노원구 동일로 1745 (상계동),서울특별시 노원구 상계동 1171-2 서울수락초등학교,37.6840084,127.0545469,서울특별시 노원구 상계동
상경초 놀이시설,학교,"서울특별시 노원구 수락산로 237(상계동, 상경초등학교)",서울특별시 노원구 수락산로 237 (상계동),서울특별시 노원구 상계동 621 상경초등학교,37.67034864,127.051693,서울특별시 노원구 상계동
한천초 놀이시설,학교,서울특별시 노원구 마들로 45 (월계동),서울특별시 노원구 마들로 45 (월계동),서울특별시 노원구 월계동 3-7 서울한천초등학교,37.6201855,127.0689157,서울특별시 노원구 월계동
녹천초 놀이시설,학교,서울특별시 노원구 마들로3길 34 (월계동),서울특별시 노원구 마들로3길 34 (월계동),서울특별시 노원구 월계동 322-2 서울녹천초등학교,37.62866427,127.0634222,서울특별시 노원구 월계동
연지초 놀이시설,학교,서울특별시 노원구 월계로55길 48 (월계동),서울특별시 노원구 월계로55길 48 (월계동),서울특별시 노원구 월계동 320-8 서울연지초등학교,37.63349567,127.0599561,서울특별시 노원구 월계동
선곡초 놀이시설,학교,"서울특별시 노원구 광운로2길 1, 서울선곡초등학교 (월계동)",서울특별시 노원구 광운로2길 1 (월계동),서울특별시 노원구 월계동 446 선곡초등학교,37.6184643,127.0581472,서울특별시 노원구 월계동
신계초 놀이시설,학교,서울특별시 노원구 초안산로 29 (월계동),서울특별시 노원구 초안산로 29 (월계동),서울특별시 노원구 월계동 602 신계초등학교,37.63002844,127.0531425,서울특별시 노원구 월계동
월계초 놀이시설,학교,서울특별시 노원구 월계로45가길 10 (월계동),서울특별시 노원구 월계로45가길 10 (월계동),서울특별시 노원구 월계동 561 월계초등학교,37.62765945,127.0507662,서울특별시 노원구 월계동
서울수암초등학교병설유치원 어린이놀이시설,학교,서울특별시 노원구 중계로12길 9 (중계동)서울수암초등학교,서울특별시 노원구 중계로12길 9 (중계동),서울특별시 노원구 중계동 67 수암초등학교,37.64816355,127.0814872,서울특별시 노원구 중계동
수암초 놀이시설,학교,서울특별시 노원구 중계로12길 9 (중계동),서울특별시 노원구 중계로12길 9 (중계동),서울특별시 노원구 중계동 67 수암초등학교,37.64816355,127.0814872,서울특별시 노원구 중계동
불암초 놀이시설(2구역),학교,서울특별시 노원구 중계로 178 (중계동),서울특별시 노원구 중계로 178 (중계동),서울특별시 노원구 중계동 366-2 불암초등학교,37.65112509,127.0805305,서울특별시 노원구 중계동
불암초 놀이시설(1구역),학교,서울특별시 노원구 중계로 178 (중계동),서울특별시 노원구 중계로 178 (중계동),서울특별시 노원구 중계동 366-2 불암초등학교,37.65112509,127.0805305,서울특별시 노원구 중계동
원광초 놀이시설,학교,"서울특별시 노원구 덕릉로76길 18, 서울원광초등학교 (중계동)",서울특별시 노원구 덕릉로76길 18 (중계동),서울특별시 노원구 중계동 359 원광초등학교,37.65402197,127.0749019,서울특별시 노원구 중계동
서울중계초등학교,학교,서울특별시 노원구 한글비석로19길 39 (중계동),서울특별시 노원구 한글비석로19길 39 (중계동),서울특별시 노원구 중계동 449-2 서울중계초등학교,37.65749992,127.0732658,서울특별시 노원구 중계동
을지초 놀이시설,학교,서울특별시 노원구 중계로 239 (중계동),서울특별시 노원구 중계로 239 (중계동),서울특별시 노원구 중계동 360 서울을지초등학교,37.65061243,127.0728862,서울특별시 노원구 중계동
용동초 놀이시설,학교,서울특별시 노원구 한글비석로1길 81-11 (중계동),서울특별시 노원구 한글비석로1길 81-11 (중계동),서울특별시 노원구 중계동 510-1 용동초등학교,37.64155127,127.0694753,서울특별시 노원구 중계동
상명초 놀이시설,학교,"서울특별시 노원구 덕릉로 541(중계동, 상명초등학교)",서울특별시 노원구 덕릉로 541 (중계동),서울특별시 노원구 중계동 515-1 상명초등학교,37.64841307,127.067657,서울특별시 노원구 중계동
청계초 놀이시설,학교,서울특별시 노원구 공릉로 431 (중계동)서울청계초등학교,서울특별시 노원구 공릉로 431 (중계동),서울특별시 노원구 중계동 513-1 청계초등학교,37.64466804,127.0662865,서울특별시 노원구 중계동
중원초 놀이시설,학교,서울특별시 노원구 섬밭로 316 (중계동),서울특별시 노원구 섬밭로 316 (중계동),서울특별시 노원구 중계동 502 중원초등학교,37.64366169,127.0627847,서울특별시 노원구 중계동
연촌초 놀이시설,학교,"서울특별시 노원구 공릉로58길 36(하계동, 연촌초등학교)",서울특별시 노원구 공릉로58길 36 (하계동),서울특별시 노원구 하계동 152 연촌초등학교,37.63423659,127.0729916,서울특별시 노원구 하계동
중현초 놀이시설,학교,서울특별시 노원구 섬밭로 181 (하계동),서울특별시 노원구 섬밭로 181 (하계동),서울특별시 노원구 하계동 272-2 중현초등학교,37.6321186,127.0665222,서울특별시 노원구 하계동
중평초 놀이시설,학교,서울특별시 노원구 섬밭로 241 (하계동),서울특별시 노원구 섬밭로 241 (하계동),서울특별시 노원구 하계동 271 중평초등학교,37.63729443,127.0641764,서울특별시 노원구 하계동
누원초 놀이시설,학교,서울특별시 도봉구 마들로 859-44 (도봉동),서울특별시 도봉구 마들로 859-44 (도봉동),서울특별시 도봉구 도봉동 22-19 서울누원초등학교,37.68667046,127.0496737,서울특별시 도봉구 도봉동
